,input_testData,MR_Transformed,output_testInput,output_MR,MR_checker
14843,"[-16, -18, -17, -16, 16, -8, 3, 6, -13, -8, -12, -7, 5, -1]","[-12, -18, 5, -8, 16, -16, -13, -16, -17, 6, -8, -1, 3, -7]",-6,-18,Violated
14844,"[15, -7, 13, 14, -16, -14, -20, 11, -8, 12, -14, -16, -1]","[13, -16, -14, 15, -1, -8, 12, -14, 11, -20, -7, -16, 14]",68,204,Not-violated
14845,"[-8, 1, -3, -12, 2, 3, -16, -5, 17, 19, -6, -7, 1, 16]","[-7, 17, 2, 3, 16, -8, 19, 1, -12, -6, -16, -5, -3, 1]",18,54,Violated
14846,"[13, -6, -1, -2, 14, 17, -11, -13, -5, -8, -18, -10, -2]","[-8, -6, -13, -5, -11, 13, -1, 14, -2, -10, -18, 17, -2]",-42,-126,Violated
14847,"[15, 8, -4, 4, 6, 10, 13, -19, 16]","[-19, 16, 6, 4, 10, -4, 8, 15, 13]",2,6,Violated
14848,"[10, -17, -7, 6]","[-7, -17, 6, 10]",2,6,Violated
14849,"[-10, 18, -14, -20]","[-20, 18, -10, -14]",59,177,Not-violated
14850,"[-1, 7, -8, -20, 11, 18, -11, -6, 8, -3, 2, -11, -12]","[-8, -11, -6, -20, -11, -3, 11, 7, -12, 2, 8, 18, -1]",-62,-186,Not-violated
14851,"[19, 7, 8, -3, -18, 13, 1, -17, 7, -20, -15]","[19, 1, -20, -17, 7, 7, 8, -3, -18, -15, 13]",40,120,Not-violated
14852,"[-10, -9, 18, -2, 11, 12, -11]","[-11, -10, -9, 12, 18, -2, 11]",-27,-81,Violated
14853,"[-1, -2, -19, -12, -16, 1, -17, -19]","[-19, -12, -19, -16, -2, -17, 1, -1]",1,3,Violated
14854,"[19, -7, 8, 15, -3, 12, -20, -4, -12, 11, -5, -9, -17, -8]","[-17, 12, 15, -4, -7, -3, 19, 8, -9, -5, -20, 11, -8, -12]",-11,-33,Not-violated
14855,"[2, -10, -11, 9, 10, 4, -13, 10, 9]","[2, 9, 10, -13, 9, -11, -10, 4, 10]",44,132,Not-violated
14856,"[13, 4, 10, -16, -13]","[10, -16, 4, -13, 13]",8,24,Violated
14857,"[-13, 10, -15, -15, -13, 6, 3, 6]","[6, -15, 6, 3, -13, -13, -15, 10]",8,24,Not-violated
14858,"[-18, -15, 16, -5, 10]","[10, -5, -18, 16, -15]",-1,-3,Violated
14859,"[2, -10, -8, -5, -5, 16, -12, -10, -7, 16, 0, 5, -1]","[5, 0, 16, 2, -5, -5, 16, -12, -8, -10, -7, -1, -10]",4,12,Not-violated
14860,"[-5, -10, 3, 0, -12, -4, -14, -20, -15, 13]","[13, 0, -12, 3, -4, -10, -15, -5, -14, -20]",5,15,Not-violated
14861,"[19, 0, -1, 3, 7, 11]","[7, 3, -1, 19, 11, 0]",12,36,Not-violated
14862,"[9, 12, 2]","[12, 9, 2]",66,198,Not-violated
14863,"[-4, 6, -8, -10]","[-4, -10, 6, -8]",24,72,Not-violated
14864,"[17, -19, -14, -11, -4, 4, 2, 11, 7, -7, 11]","[4, -4, 7, 17, 11, 11, -19, 2, -11, -7, -14]",30,90,Violated
14865,"[-17, -16, -7, -8, 5, -8, -8, -7]","[-8, -7, -8, 5, -16, -7, -8, -17]",-4,-12,Violated
14866,"[-2, -5, 15, 5, -13]","[-5, 5, -13, 15, -2]",-21,-63,Violated
14867,"[-11, -19, -3, 0, 5, -16, -11]","[-16, 0, 5, -11, -11, -19, -3]",36,108,Not-violated
14868,"[4, -16, -20, 5]","[5, -16, -20, 4]",3,9,Not-violated
14869,"[13, 6, -13, 12, 14, -1, -11, 7, -19, -6]","[-19, 14, 6, 13, 12, -6, 7, -13, -1, -11]",47,141,Not-violated
14870,"[12, 4, 13, 10, -17, 0, -8, -10, 2, 11, 2, 1, -1, -19]","[4, -8, 10, 1, 2, -1, -17, 12, 11, 2, 13, -19, -10, 0]",-10,-30,Not-violated
14871,"[-9, -6, -7, -17, -19, 19, 7, 1, -13, 18]","[-19, -17, -9, 18, 19, -13, 7, 1, -7, -6]",-47,-141,Not-violated
14872,"[-14, 11, -17, -16, 2]","[-16, -17, 2, -14, 11]",-56,-168,Violated
14873,"[-18, 12, 6, 17, -16]","[17, -18, -16, 6, 12]",-10,-30,Not-violated
14874,"[10, -16, -2, -18, -12, -19, 2, -8, 15, 14, -3, -19, -17, -16]","[-12, 14, -16, -3, -2, -19, 15, 10, 2, -19, -16, -8, -18, -17]",6,18,Not-violated
14875,"[5, 15, -6, -17, -17, 17, 2, -9, 1]","[5, -6, 17, 1, 15, 2, -17, -17, -9]",2,6,Not-violated
14876,"[4, 18, 17, -7, 8, 18, -17, 0, -11]","[-11, -17, 18, -7, 8, 4, 17, 0, 18]",0,0,Not-violated
14877,"[18, 8, 6, -10, 0, 18, 8, -17, 10, 5, -14, 7, 17]","[8, 17, -10, 6, 8, 0, 18, 7, -17, 5, 10, -14, 18]",-87,-261,Violated
14878,"[-1, 9, 9, 1, -17, -5, -2, -3, -13, -13, -1]","[-5, -1, -17, 9, -13, 1, -2, 9, -1, -3, -13]",4,12,Violated
14879,"[11, 16, -9, -5, -3, -14, 2, 2, -6, -13, 14]","[-6, 14, -9, -5, -13, -3, 11, 16, 2, 2, -14]",57,171,Not-violated
14880,"[17, -5, -6, -5, 7]","[-5, -6, -5, 7, 17]",-26,-78,Violated
14881,"[12, 3, -20, 0, 5, 0, -8, -18, 14, 14, -1, 11]","[14, 3, 5, 11, -18, 0, -20, 0, 14, 12, -1, -8]",-3,-9,Not-violated
14882,"[2, 0, 4, 9, 9, 2, -12, -11, -18, 5, -10, 0, -19, -5]","[-11, -10, 9, 9, -18, 2, -5, 2, 0, -12, -19, 5, 0, 4]",-19,-57,Not-violated
14883,"[-4, -6, 5, -16, 11, -8, -20, 10, 7, -12, -2, 8]","[5, -2, 8, -12, 7, -4, -20, 10, -6, -16, 11, -8]",-28,-84,Violated
14884,"[-1, -11, -7, -8, 16, 6, 4, 13]","[16, 13, -7, -8, 4, -11, 6, -1]",5,15,Violated
14885,"[-9, -16, 12]","[-16, 12, -9]",-2,-6,Not-violated
14886,"[18, 2, 10, -6, -15, 1, 6, -1, -14, 19, -12]","[-1, 1, -15, 19, 6, 18, 2, 10, -12, -6, -14]",-25,-75,Not-violated
14887,"[0, -13, 18, 11]","[0, -13, 18, 11]",-7,-21,Not-violated
14888,"[-4, -1, 7, -10, -19, -16]","[7, -4, -16, -1, -10, -19]",-31,-93,Violated
14889,"[16, -8, 14]","[-8, 16, 14]",-31,-93,Not-violated
14890,"[9, 17, 7, -8, 2, -12, -11, -13, -11, 6, -7, 11, -20, 6]","[2, -20, 17, 6, -13, -11, -12, -11, 7, 9, -8, 6, 11, -7]",16,48,Violated
14891,"[-5, -6, 12, 2, -14, -13, -6, 1, -2, -3, 14, 13, -19, -9]","[1, 13, -6, 14, -2, -9, 2, -5, -19, 12, -14, -3, -13, -6]",4,12,Not-violated
14892,"[-20, -17, -4, 17, 0, -17, -20, -16, -14, -7, -10, -19, -5, 17]","[-10, -14, -7, 17, -20, 0, -16, -5, -4, -17, -20, -17, 17, -19]",-34,-102,Not-violated
14893,"[-9, -12, -17, -1, 13]","[-17, -1, 13, -12, -9]",21,63,Not-violated
14894,"[11, 12, 12]","[12, 11, 12]",11,33,Not-violated
14895,"[-12, -3, -17, -18, 3, 9, -3]","[-17, 9, -18, 3, -3, -12, -3]",-20,-60,Not-violated
14896,"[1, -7, 5, -3, -1, -16, 6, -5]","[-16, -3, -5, -7, 6, -1, 1, 5]",21,63,Not-violated
14897,"[-8, -14, -3, -19, -18, 8, 1, -16, -13, 12, 11, 19, 15]","[-3, -18, 12, 1, -13, -8, -14, 11, -19, -16, 15, 8, 19]",12,36,Not-violated
14898,"[17, 8, -13, 5, -6]","[-13, 17, 5, -6, 8]",40,120,Not-violated
14899,"[1, -19, 19, -5, -4, -8, 16]","[-19, 19, 16, -8, 1, -4, -5]",-13,-39,Violated
14900,"[-3, 8, -7, -11, -5, 0]","[-7, -11, 8, -3, 0, -5]",-4,-12,Violated
14901,"[-13, -9, -16, 3, 8, 15]","[8, -16, -9, 15, 3, -13]",-26,-78,Violated
14902,"[4, 17, 3, -2, 16, 5, -4, 4]","[16, 17, 4, -2, 4, 5, 3, -4]",58,174,Violated
14903,"[16, 16, 8]","[16, 16, 8]",-41,-123,Violated
14904,"[-2, 16, -7]","[-7, -2, 16]",-20,-60,Violated
14905,"[-5, 9, 16, -7, 11]","[9, 11, -7, -5, 16]",-24,-72,Violated
14906,"[-4, -20, -17, -19, -8, -10, -20, -5, 6, -19, 1, -8, -18]","[6, 1, -5, -10, -4, -20, -8, -19, -18, -17, -19, -8, -20]",12,36,Not-violated
14907,"[-1, -11, 18, 14, 10, 6, -4, -13, -3, -12]","[-4, -12, -11, 6, -13, 10, 14, 18, -1, -3]",10,30,Not-violated
14908,"[-5, -3, 5, 6, 10, 2, 19, 8, -14, -11, -11, -5, 12, -3]","[12, -11, 5, -3, 6, -5, 8, -14, 19, 10, 2, -11, -5, -3]",3,9,Violated
14909,"[-14, -7, -3, -15, -20, -19, -15, 17, 0]","[17, -3, -15, -14, -7, -20, -15, -19, 0]",68,204,Not-violated
14910,"[-12, 3, 9, -1, 17, 7, 2, 17, -2, -2, -2, -5, -6, -17]","[-2, 3, -2, 17, -12, -6, 9, 2, -1, -5, 7, 17, -2, -17]",-35,-105,Violated
14911,"[-8, 19, 6, -10, 0, -16, -6, 14, 19, 0]","[14, -6, 0, 19, -8, -10, 6, 19, 0, -16]",31,93,Not-violated
14912,"[18, -2, -1]","[-2, 18, -1]",10,30,Not-violated
14913,"[17, 7, -1, -12, -14]","[17, -14, 7, -1, -12]",39,117,Not-violated
14914,"[18, -17, -16, 9, 15, -16, -14, 14, 5, -12, -18, 8]","[15, -12, 18, -18, 5, 9, 8, -16, 14, -14, -16, -17]",-11,-33,Violated
14915,"[-12, 7, 4, -18]","[7, -18, -12, 4]",-14,-42,Not-violated
14916,"[-6, -14, -14, -11, 6]","[-6, -14, -14, 6, -11]",42,126,Not-violated
14917,"[10, -14, -15, 6, -3, -14]","[6, -15, -3, 10, -14, -14]",-37,-111,Violated
14918,"[9, 11, 18, -18, 17, 6, -5, -10, -14]","[18, -18, -10, 6, 17, 11, -14, 9, -5]",1,3,Violated
14919,"[8, -20, -10, 17, 9, 6, 0, 9]","[-10, -20, 6, 17, 8, 0, 9, 9]",9,27,Not-violated
14920,"[-9, -13, -10, 11, -14, -19, -14, -19, 4, -14, -1, 4, -2]","[-14, -19, -2, -19, 4, 4, -14, 11, -9, -1, -13, -10, -14]",20,60,Not-violated
14921,"[15, 19, 16, 9, 9, 6, 7]","[19, 6, 9, 15, 9, 7, 16]",24,72,Not-violated
14922,"[19, -10, -16, -9, -10, -2]","[-2, -10, -10, 19, -9, -16]",19,57,Not-violated
14923,"[11, -5, 18, -1, 16, 0, 5, 11, -7, 4, 16, 9, 1, -12]","[4, 11, 16, 16, 18, 5, 11, -5, 9, -12, -7, 0, -1, 1]",-16,-48,Violated
14924,"[17, -15, 10, 9, 16, 0, 5, -6, -9, 14, 6, 11, -14]","[5, -6, -9, 9, 17, 16, 11, 14, 0, 10, -14, 6, -15]",9,27,Violated
14925,"[3, 12, 3]","[3, 12, 3]",31,93,Violated
14926,"[11, 7, 16, 8, 9]","[16, 9, 8, 7, 11]",-12,-36,Violated
14927,"[15, -3, 19, -4, 18, 11, 5, 16, 4, -16]","[18, 5, -3, -16, 16, 11, 4, 15, -4, 19]",16,48,Not-violated
14928,"[10, -15, 16, 8, 2, 7, -3, -16, 10, 12, -7, -19, 1, -20]","[-7, 8, 16, -20, -16, -3, 2, 1, -19, 10, 10, -15, 7, 12]",-50,-150,Violated
14929,"[11, -13, -5, 1, 14, 16, 19, 1, 7, -15, -14]","[1, 11, 16, 1, -15, 19, -13, -14, 14, -5, 7]",29,87,Not-violated
14930,"[-13, -2, 17, 4, -12, -6, 1, -12]","[-12, 4, 17, -2, 1, -12, -13, -6]",-1,-3,Not-violated
14931,"[7, -7, 11, 13, -18, -10, -13, 1, -14, -7, -17]","[-7, -7, -17, 7, -14, 11, 1, 13, -18, -13, -10]",-32,-96,Violated
14932,"[-10, -9, 1, -13, -1, 5, 4, 13, 13, 8, -5]","[-9, -5, 8, 13, 13, -1, 1, -13, -10, 5, 4]",-19,-57,Violated
14933,"[15, 0, 2, 19, 3]","[0, 15, 2, 19, 3]",-18,-54,Violated
14934,"[11, 18, -6, -19]","[-6, 11, 18, -19]",-1,-3,Violated
14935,"[10, 0, 7, 7]","[7, 10, 7, 0]",39,117,Not-violated
14936,"[8, 2, 9, -4, 11, 17, -8, -5, -7, -17, 1]","[-7, 9, 8, -4, 1, -8, 17, 2, -17, -5, 11]",29,87,Not-violated
14937,"[7, -16, 4, -13]","[-13, -16, 4, 7]",-44,-132,Violated
14938,"[12, 0, -8, -1, 18, 8, -6, -9, 5, 13]","[8, 18, -1, 12, 5, -6, -9, -8, 0, 13]",-17,-51,Violated
14939,"[-2, -3, 7, 13, 6, -5, -1, 12, 9]","[12, -3, 9, -2, 13, -1, 6, 7, -5]",6,18,Not-violated
14940,"[-2, -3, -16, -16, -10, 10, 2, 15, 0, 3, 6, -3, -19, 1]","[-3, 10, 0, -10, 6, -16, -2, 2, -3, 3, 1, -16, 15, -19]",-65,-195,Not-violated
14941,"[17, 5, 16, -10, 8, 3, -2, 6, -3, 0]","[-10, 0, -3, 8, 5, 17, 3, 6, 16, -2]",-35,-105,Not-violated
14942,"[-5, -7, 6, -13, 11, 10, -5, 3, 16, -16, -4, -14, 7]","[-7, 10, -5, -5, -13, 11, -4, 16, 7, -14, -16, 6, 3]",-38,-114,Violated
14943,"[-11, -12, -11, 11, -7, 19]","[19, -12, -11, -11, -7, 11]",-31,-93,Not-violated
14944,"[-13, -20, 2, 15]","[15, -20, -13, 2]",-35,-105,Violated
14945,"[-9, -10, 4, -7, 14, 17, -1, 3, 13, -5]","[3, -5, -7, 17, 13, -10, 14, -9, 4, -1]",-26,-78,Violated
14946,"[7, -6, -9, -8, 14, -4, 17, -7, -9, -18, 4, 7, -12]","[7, -9, -8, -7, -4, 14, -12, -18, -9, 7, 4, 17, -6]",6,18,Violated
14947,"[2, -18, -13, 17, -8, -16, -3, -11, 11, 17, -3, -14, 12, -19]","[-19, -16, -18, -8, 11, -3, -11, 2, -3, -13, 12, 17, -14, 17]",0,0,Not-violated
14948,"[9, -19, -9, 18, 18, 16, -1, 19, -7, 0, 19]","[16, 9, 19, -1, 19, -9, 18, -7, -19, 18, 0]",-65,-195,Violated
14949,"[-1, 3, 6, -14, -13, -3]","[-1, 3, 6, -14, -13, -3]",-5,-15,Violated
14950,"[11, -1, -10]","[-1, -10, 11]",0,0,Violated
14951,"[-2, 0, -3, -1, -7, 11, 15, -15]","[-15, -7, 15, -3, -1, 11, 0, -2]",-26,-78,Violated
14952,"[-6, 17, -8, -16, -13, -10, -3, -17, -10, 1, -16, -15]","[-15, -3, 1, -17, -16, -13, -6, -10, -16, -10, 17, -8]",-18,-54,Not-violated
14953,"[-17, 11, -7, 15, 12, 16, 12, 5, 9, 5, -17, 1]","[5, 12, -7, -17, 11, 12, 15, 1, 16, 9, -17, 5]",52,156,Not-violated
14954,"[14, 16, 11, -2, 4, 19, 1]","[4, 11, 16, 19, 14, 1, -2]",-35,-105,Violated
14955,"[14, 11, -8, -16, 15, 3, -2, 13, 15, 13]","[14, 13, 15, 15, 11, -16, 3, -2, -8, 13]",23,69,Not-violated
14956,"[8, 11, 8, 12, -18, 13]","[-18, 13, 12, 8, 11, 8]",-1,-3,Not-violated
14957,"[2, 4, -9, -4, -20, -19, -18, -11, 5, 5, -2, -6, -9]","[5, -4, -6, -18, -9, -19, -9, -20, 4, 2, 5, -2, -11]",-32,-96,Violated
14958,"[-11, 14, 6, 12, -18, 1, 2, -17, -20, 3]","[12, 14, -20, 1, -11, -17, -18, 3, 6, 2]",-54,-162,Violated
14959,"[18, -19, 5, -2, 15, 8, -14, -16, 5]","[-14, 8, 15, 5, -16, 18, -2, 5, -19]",-16,-48,Not-violated
14960,"[-2, 1, 4, 3, 0, -17, 2, -1, -6, 1]","[3, 2, 4, -2, -1, 1, -17, 1, 0, -6]",18,54,Violated
14961,"[2, -8, -4, -20, -17, -17, -8, 18]","[-20, -17, -8, -4, 18, -17, -8, 2]",57,171,Violated
14962,"[-1, 3, 2, -3, 7, -12]","[-12, 2, -3, 7, 3, -1]",21,63,Violated
14963,"[1, -8, 18, 16, -4, 13, -14, 2, 7]","[-4, 18, 16, 2, 1, 13, 7, -14, -8]",-15,-45,Violated
14964,"[0, -12, -14, 6, -20]","[-14, 6, 0, -20, -12]",-2,-6,Not-violated
14965,"[11, 7, 17, -2, -19, 9, -14, 0, 1, 15]","[0, 15, 7, -2, 11, -14, 9, -19, 17, 1]",48,144,Not-violated
14966,"[-20, -17, -8, 9, 5, 18, 4, 5, 1, -3, 13, -12]","[9, -20, -12, -17, -3, 18, 13, -8, 4, 1, 5, 5]",7,21,Not-violated
14967,"[-17, 2, -15, -15, -2, 11]","[-15, -17, -2, -15, 2, 11]",-88,-264,Not-violated
14968,"[10, 1, -8, -5, -4, -5, -18, 2, -19, -11, 13, 4, -5, 17]","[1, 2, 4, -5, -19, -18, -5, -5, -4, 10, 13, -8, 17, -11]",23,69,Violated
14969,"[5, -9, -9]","[-9, 5, -9]",-33,-99,Violated
14970,"[13, 9, 13, 10, -10, -17, -2, 16, -15, 2, -7, -7]","[13, 13, -15, -2, -17, 10, 9, -7, 2, -10, -7, 16]",16,48,Not-violated
14971,"[7, -2, -12, 9, -12, -8, 1, -19, 2, 18, -20, -15, 9]","[9, -12, -20, -15, -2, 7, 1, 18, -19, -8, 9, -12, 2]",16,48,Not-violated
14972,"[-18, -11, 12, -7, 6, -13, -19, 7, 19, -16, -18, -9]","[6, 12, -18, -11, -9, -18, -13, -7, 19, -19, 7, -16]",31,93,Not-violated
14973,"[-10, -11, 13, 1, -3]","[-10, -3, -11, 1, 13]",-11,-33,Violated
14974,"[9, -8, -15, -8, 18, -1, -7]","[-8, 9, 18, -7, -8, -1, -15]",-19,-57,Not-violated
14975,"[-8, -20, -2, 1, 15, -8, 4, 6, 15, -6]","[1, 15, 4, -6, -20, -8, 15, 6, -2, -8]",63,189,Violated
14976,"[3, 7, 1, 16, 19, -17, -10, 18, -17, 14, 8, 18, 13]","[7, -17, 19, -10, -17, 14, 8, 3, 16, 18, 1, 18, 13]",-24,-72,Violated
14977,"[11, 0, 4, 2, 1, 17, 15, -20, 10]","[1, 2, 4, 15, 10, 17, 0, -20, 11]",-16,-48,Violated
14978,"[19, 11, -12, -6, -13, 8, -19, 15, 18, 6, -17, 6]","[-17, 8, 11, -19, 6, 19, -12, 15, 18, -6, 6, -13]",-44,-132,Violated
14979,"[18, -10, 1, -3]","[18, -10, -3, 1]",-50,-150,Violated
14980,"[8, -18, -12, 1, 6, 18, 6, -19, -18, -18, 17, -18]","[-18, 1, -12, 6, -18, -19, -18, 8, -18, 6, 18, 17]",-69,-207,Violated
14981,"[7, 1, 16, -3, 16, -20, -15, -3, -4, -13, 4, -18]","[-3, 4, 1, -3, -18, -15, 16, 7, 16, -4, -13, -20]",23,69,Not-violated
14982,"[18, 0, -17]","[-17, 0, 18]",-40,-120,Violated
14983,"[16, 6, -5, 0, -6, -4]","[-4, -5, 16, -6, 0, 6]",10,30,Violated
14984,"[-4, -10, 11, 17, -6, 0, -13, 0]","[0, -10, -13, 17, -4, 11, 0, -6]",-30,-90,Not-violated
14985,"[5, 17, 2, -11, -5, 7, -14, 17, 18, -20]","[-20, 17, 5, -5, -14, 7, 17, -11, 2, 18]",54,162,Not-violated
14986,"[-19, 6, -12]","[-19, 6, -12]",-43,-129,Violated
14987,"[15, -1, 1, 0, -18, -6, -13, 18, -16, -17, -6]","[18, 1, -18, -6, -16, 0, -1, -6, -13, 15, -17]",-30,-90,Not-violated
14988,"[-13, 4, -11, 2, 19, 0, -15, 17, 2, -8, -19, -11, -16, -13]","[-15, -13, 2, 17, -11, -13, 19, 2, -16, -19, -11, 0, -8, 4]",18,54,Not-violated
14989,"[-16, 7, -10, -16, -2, 12, -13, 1, -3, -8, -5, -19, 11]","[-5, 12, -13, 11, -8, -19, 7, -16, -16, 1, -2, -3, -10]",17,51,Not-violated
14990,"[11, 4, -18, 12, 8, 5, -20, 11]","[8, 4, -20, 12, 11, 11, 5, -18]",-60,-180,Not-violated
14991,"[16, 2, -8]","[2, 16, -8]",1,3,Violated
14992,"[-1, 5, -8, -8, 4, 3, 5, 3, 8, -13, -8]","[5, 3, 3, 8, -8, -1, -8, 4, -8, 5, -13]",32,96,Not-violated
14993,"[11, -15, -10, 18, -20, 6, 17, -6, 11, -15, -9]","[-9, -20, 11, -15, 18, 11, -15, -10, -6, 6, 17]",-13,-39,Not-violated
14994,"[5, -7, 6, 19]","[6, -7, 5, 19]",21,63,Not-violated
14995,"[-14, -2, -9, 8, 10, -12, 12, 8, 19, -8, -3]","[8, 8, -2, -12, 12, -14, -9, 10, 19, -3, -8]",-23,-69,Violated
14996,"[8, 0, 18, 5, -12]","[0, 5, -12, 18, 8]",-51,-153,Violated
14997,"[17, 10, 11, -15]","[11, -15, 10, 17]",11,33,Not-violated
14998,"[4, -9, -10, 8, 0, 0, 15, 1]","[-9, 8, -10, 0, 15, 4, 1, 0]",-17,-51,Violated
14999,"[-10, -5, 1, 17, 15, -7, -3, 9, -10, -16, -7, -5]","[-7, -5, 9, -7, 1, -3, -5, -10, -10, 15, -16, 17]",5,15,Not-violated
15000,"[4, -2, 8, -1, -1, 6, 7, 16, -17, 11, 17, 11]","[-1, 16, -17, 11, 7, 4, -1, 17, 8, 6, 11, -2]",9,27,Not-violated
15001,"[-12, -3, -17, 5, -7, 4, -17, 14, 7, 11, -2, 15]","[4, -7, -3, -12, 7, -2, 14, 5, 11, 15, -17, -17]",-15,-45,Violated
15002,"[-11, -3, 11, -5, 13, -4, -15, 17, 8, -4, 18, -7, 0, 8]","[0, 8, -11, -4, 17, 13, 8, -5, -15, -7, 11, -4, 18, -3]",-50,-150,Violated
15003,"[10, -7, -9, 19]","[19, -7, 10, -9]",16,48,Not-violated
15004,"[-15, 7, 7, -14, 16, -11, -12, 3, 18, 9, 15, -9]","[15, 16, 18, 9, 7, 3, -9, -15, -14, 7, -11, -12]",-90,-270,Violated
15005,"[7, 17, -2, 0, -19, 12, -6, 0, -16, 2, -15, 2]","[7, -6, 0, 17, 2, -15, 2, -2, 12, -16, -19, 0]",12,36,Not-violated
15006,"[17, -8, 19, 10, 6, -9, -5, 13]","[-8, -9, 6, 17, -5, 13, 19, 10]",2,6,Not-violated
15007,"[6, 5, -19, 3, -17, -13, 6, -10]","[3, -10, -17, 6, -13, -19, 6, 5]",-30,-90,Not-violated
15008,"[-18, 19, -14, -16]","[-16, -14, -18, 19]",-13,-39,Violated
15009,"[12, -8, 19, 2, 10, 19, 2, 17, 19, -8, -2, -16, -20]","[10, 12, 19, -2, 19, 19, 2, -16, -20, 17, 2, -8, -8]",13,39,Violated
15010,"[-19, -1, -11, 7]","[-11, -1, -19, 7]",-35,-105,Not-violated
15011,"[-7, -19, 0, 3]","[-7, -19, 3, 0]",14,42,Violated
15012,"[-6, -6, -11, -19, 1, 2, -20, -10, -10, 11, 1, -1]","[-10, 1, -19, 2, -10, 11, -20, 1, -6, -11, -6, -1]",-30,-90,Not-violated
15013,"[-13, 9, -19, 14, -2, 13]","[-19, 14, -2, 13, -13, 9]",29,87,Not-violated
15014,"[18, 13, -6, 17, 3, -19, -3, -6]","[13, -6, 18, 3, -6, 17, -3, -19]",40,120,Not-violated
15015,"[3, -16, -12, -11, -18, -14, -16, 9, -8, -17, 5, 15, 11, 8]","[3, -16, -14, -11, 5, 11, 15, -12, 9, -18, -8, 8, -17, -16]",26,78,Not-violated
15016,"[-17, 4, -3, -18, -10, 16, 4, -16, 12, 18]","[-10, -16, 16, 4, 12, -17, 18, 4, -3, -18]",-18,-54,Violated
15017,"[14, 1, -16, 19, 14]","[14, 19, 14, -16, 1]",-8,-24,Not-violated
15018,"[-8, 10, 19, -5, -5, 9, 7, 3]","[-5, 9, 19, 7, -5, 3, -8, 10]",21,63,Not-violated
15019,"[7, -7, 16, -3, 6, -1, -2]","[-1, 16, -3, -7, 7, 6, -2]",-3,-9,Not-violated
15020,"[-4, -10, 19, -10, 15, 10, -10, -2, -17, -12, 3, 14]","[-10, 14, 15, 19, 10, -4, -2, -17, -10, -12, -10, 3]",27,81,Violated
15021,"[-10, 10, 10, 16, -11, -9, -5, -14, 0, -20, -11, -3, 12]","[-11, -5, -9, 10, -20, -11, -10, -3, 10, 16, -14, 12, 0]",-39,-117,Violated
15022,"[-9, 3, -1, -9, 13, 5, -20, -19, 19, 19, -15, 8, -6, 12]","[3, -15, 12, -6, 13, 8, -9, -19, 5, -9, -20, -1, 19, 19]",8,24,Violated
15023,"[19, -4, -13, -15, -4]","[-15, -4, 19, -13, -4]",-8,-24,Not-violated
15024,"[3, 9, -2, -11, 10, 17, 6, 11, -1, 14, -10, 1]","[-2, -10, 10, -1, 11, 3, 1, 14, -11, 17, 9, 6]",11,33,Violated
15025,"[-17, 18, -11]","[-17, 18, -11]",1,3,Not-violated
15026,"[7, 4, -15, 13, 15, 5, -10, -3, 19, 2, -6]","[15, 2, 5, -10, -6, 7, -15, 19, 13, 4, -3]",-84,-252,Violated
15027,"[-7, -17, -18, -16, -8, 13]","[-18, -16, 13, -7, -17, -8]",-14,-42,Violated
15028,"[-15, -19, 11, 7, -6, -12, -3, -4, -13, -14, -13, 3, -3]","[3, -14, -15, -13, -3, -19, -12, -3, -6, 11, 7, -13, -4]",-49,-147,Not-violated
15029,"[-19, 7, -5, 2, 11, -11]","[11, 2, -5, -11, 7, -19]",6,18,Violated
15030,"[-9, -1, 5]","[-9, 5, -1]",9,27,Violated
15031,"[3, 18, 8, 6, -8, 4]","[8, 4, -8, 18, 6, 3]",5,15,Not-violated
15032,"[-11, 4, -19, -13, -12, -4, -9, -11, -4, -16, 7, 19, -10]","[-16, 7, 4, 19, -13, -4, -9, -19, -12, -11, -10, -4, -11]",36,108,Not-violated
15033,"[-3, 12, -18, 16, -7, -12]","[16, -3, -7, -12, -18, 12]",-52,-156,Not-violated
15034,"[-20, -8, 1, 13, -16, 14, -4]","[-16, 14, -4, 13, 1, -20, -8]",4,12,Not-violated
15035,"[-7, -1, 18, 6, 11, -9]","[11, 6, 18, -1, -9, -7]",-21,-63,Violated
15036,"[6, -12, -7, -2, -4, -2]","[-4, 6, -2, -12, -2, -7]",-53,-159,Violated
15037,"[-9, 15, 6, -4, 13]","[-9, 13, 15, -4, 6]",2,6,Not-violated
15038,"[-9, -5, -4, 18, -12, 3, -14]","[-5, -4, -12, -9, -14, 3, 18]",39,117,Violated
15039,"[8, 18, -3]","[-3, 8, 18]",-71,-213,Not-violated
15040,"[16, -18, 5, 6, 14, 7]","[14, 7, 16, 6, -18, 5]",-26,-78,Violated
15041,"[0, -18, -17, 1, -12, -9, 4, 6]","[-18, -9, 6, 1, -12, 4, -17, 0]",-30,-90,Not-violated
15042,"[12, -11, -1]","[-1, -11, 12]",-22,-66,Not-violated
15043,"[11, -16, 15, -15, 4, -20, 14, -8, -8, -3, -3, -13, -2]","[-8, -13, -3, -8, -20, 14, 11, -16, -3, -2, 15, 4, -15]",10,30,Violated
15044,"[-3, -18, 15, 18, 9, -14, -1, 16, -13, 1, 8]","[-13, -14, 8, 15, -3, 16, 9, -18, 1, -1, 18]",63,189,Violated
