td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
[-9],[0],[-5],[4],[],[],"[4, -9]","[4, 0]","[-9, -0.1111111111]","[0, 'ZeroDivisionError']",[-36],[0],[-9],[0],1.0,1.0,1.0,1.0,error,1.0,0.0,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[10, -6, -10, 1, -5, -13, -12, -5, -3, -13, -3, 7, -15]","[8, -10, 3, 5, 5, 8, -11, -2, -14, 7, 12, 7, 6]","[14, -2, -6, 5, -1, -9, -8, -1, 1, -9, 1, 11, -11]","[12, -6, 7, 9, 9, 12, -7, 2, -10, 11, 16, 11, 10]","[10, -6, -10, 1, -5, -13, -12, -5, -3, -13, 7, -15]","[8, -10, 3, 5, 5, 8, -11, -2, -14, 7, 7, 6]","[10, -6, -10, 1, -5, -13, 4, -12, -5, -3, -13, -3, 7, -15]","[8, -10, 3, 5, 5, 8, 4, -11, -2, -14, 7, 12, 7, 6]","[10, -6, -10, 1, -5, -13, -12, -5, -3, -13, -3, 7, -15, 0.1, -0.1666666667, -0.1, 1.0, -0.2, -0.0769230769, -0.0833333333, -0.2, -0.33333333330000003, -0.0769230769, -0.33333333330000003, 0.1428571429, -0.0666666667]","[8, -10, 3, 5, 5, 8, -11, -2, -14, 7, 12, 7, 6, 0.125, -0.1, 0.33333333330000003, 0.2, 0.2, 0.125, -0.0909090909, -0.5, -0.0714285714, 0.1428571429, 0.0833333333, 0.1428571429, 0.1666666667]","[40, -24, -40, 4, -20, -52, -48, -20, -12, -52, -12, 28, -60]","[32, -40, 12, 20, 20, 32, -44, -8, -56, 28, 48, 28, 24]","[-5, -3, 1, 7, -5, -13, -6, -12, -10, 10, -3, -15, -13]","[3, -11, 8, 6, 12, -10, 8, -14, 7, -2, 5, 7, 5]",8.1468862907,9.6334872857,8.8116569705,8.1468862907,16.2937725815,8.1468862907,7.1468862907,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-7, 3, -6, -10, -10, -11]","[-6, 3, -13, -4, 7, 1]","[-3, 7, -2, -6, -6, -7]","[-2, 7, -9, 0, 11, 5]","[-7, 3, -10, -10, -11]","[-6, 3, -4, 7, 1]","[-7, 3, -6, 4, -10, -10, -11]","[-6, 3, -13, 4, -4, 7, 1]","[-7, 3, -6, -10, -10, -11, -0.1428571429, 0.33333333330000003, -0.1666666667, -0.1, -0.1, -0.0909090909]","[-6, 3, -13, -4, 7, 1, -0.1666666667, 0.33333333330000003, -0.0769230769, -0.25, 0.1428571429, 1.0]","[-28, 12, -24, -40, -40, -44]","[-24, 12, -52, -16, 28, 4]","[-10, -7, 3, -11, -10, -6]","[3, -4, 7, -6, 1, -13]",2.8739155581,3.3352659724000002,3.8363636363999998,2.8739155581,5.7478311163,2.8739155581,2.5054945054999997,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[5, -11, -8, 4, 5, 2, -1, -11, -12]","[-9, 3, -3, 1, -8, 1, 5, -7, 4]","[9, -7, -4, 8, 9, 6, 3, -7, -8]","[-5, 7, 1, 5, -4, 5, 9, -3, 8]","[-11, -8, 4, 5, 2, -1, -11, -12]","[3, -3, 1, -8, 1, 5, -7, 4]","[5, -11, -8, 4, 5, 2, 4, -1, -11, -12]","[-9, 3, -3, 1, -8, 1, 4, 5, -7, 4]","[5, -11, -8, 4, 5, 2, -1, -11, -12, 0.2, -0.0909090909, -0.125, 0.25, 0.2, 0.5, -1.0, -0.0909090909, -0.0833333333]","[-9, 3, -3, 1, -8, 1, 5, -7, 4, -0.1111111111, 0.33333333330000003, -0.33333333330000003, 1.0, -0.125, 1.0, 0.2, -0.1428571429, 0.25]","[20, -44, -32, 16, 20, 8, -4, -44, -48]","[-36, 12, -12, 4, -32, 4, 20, -28, 16]","[4, 2, -12, -11, 5, 5, -1, -11, -8]","[-8, -7, 4, 5, -3, 3, -9, 1, 1]",6.6101010101,8.05,6.2216783217,6.6101010101,13.2202020202,6.6101010101,5.6101010101,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-5, -2]","[9, 15]","[-1, 2]","[13, 19]",[-5],[9],"[-5, 4, -2]","[9, 4, 15]","[-5, -2, -0.2, -0.5]","[9, 15, 0.1111111111, 0.0666666667]","[-20, -8]","[36, 60]","[-5, -2]","[15, 9]",2.0,2.0,1.8095238095,2.0,4.0,2.0,1.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[2, 16, -13, 0]","[7, -2, 12, 10]","[6, 20, -9, 4]","[11, 2, 16, 14]","[2, 16, -13]","[7, -2, 12]","[2, 16, 4, -13, 0]","[7, -2, 4, 12, 10]","[2, 16, -13, 0, 0.5, 0.0625, -0.0769230769, 'ZeroDivisionError']","[7, -2, 12, 10, 0.1428571429, -0.5, 0.0833333333, 0.1]","[8, 64, -52, 0]","[28, -8, 48, 40]","[16, 0, -13, 2]","[10, 12, -2, 7]",3.5555555556,2.5196581197,2.6678550208000003,3.5555555556,error,3.5555555556,2.5555555556,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[4, -12, -5, 8, 1, 17, -4, -8, -10, -14, -2, 11, 7]","[-13, 16, 12, -11, 17, 14, 11, -13, 12, 4, -6, -6, 16]","[8, -8, -1, 12, 5, 21, 0, -4, -6, -10, 2, 15, 11]","[-9, 20, 16, -7, 21, 18, 15, -9, 16, 8, -2, -2, 20]","[4, -12, -5, 8, 1, 17, -8, -10, -14, -2, 11, 7]","[-13, 16, 12, -11, 17, 14, -13, 12, 4, -6, -6, 16]","[4, -12, -5, 8, 1, 17, -4, -8, -10, -14, 4, -2, 11, 7]","[-13, 16, 12, -11, 17, 14, 11, -13, 12, 4, 4, -6, -6, 16]","[4, -12, -5, 8, 1, 17, -4, -8, -10, -14, -2, 11, 7, 0.25, -0.0833333333, -0.2, 0.125, 1.0, 0.058823529400000005, -0.25, -0.125, -0.1, -0.0714285714, -0.5, 0.0909090909, 0.1428571429]","[-13, 16, 12, -11, 17, 14, 11, -13, 12, 4, -6, -6, 16, -0.0769230769, 0.0625, 0.0833333333, -0.0909090909, 0.058823529400000005, 0.0714285714, 0.0909090909, -0.0769230769, 0.0833333333, 0.25, -0.1666666667, -0.1666666667, 0.0625]","[16, -48, -20, 32, 4, 68, -16, -32, -40, -56, -8, 44, 28]","[-52, 64, 48, -44, 68, 56, 44, -52, 48, 16, -24, -24, 64]","[1, 7, -4, -8, 8, -2, 4, 17, -5, 11, -10, -12, -14]","[11, 4, 16, 14, -13, 12, -6, -13, 12, 17, -11, 16, -6]",10.1150626684,9.767965368,10.3672456576,10.1150626684,20.2301253367,10.1150626684,9.1150626684,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
[],[],[],[],[],[],[4],[4],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,No-violate,No-violate,No-violate,No-violate,No-violate,0,0,0,0,0
"[-7, 7, 8, -8, -8, -5, 7, 7, 3, 10, 13, -1, -4, 10]","[3, 11, -2, 12, -4, -1, -4, -6, 13, 6, 14, -4, -4, 8]","[-3, 11, 12, -4, -4, -1, 11, 11, 7, 14, 17, 3, 0, 14]","[7, 15, 2, 16, 0, 3, 0, -2, 17, 10, 18, 0, 0, 12]","[-7, 7, 8, -8, -8, -5, 7, 7, 3, 10, 13, -1, 10]","[3, 11, -2, 12, -4, -1, -4, -6, 13, 6, 14, -4, 8]","[-7, 7, 8, -8, -8, -5, 7, 7, 4, 3, 10, 13, -1, -4, 10]","[3, 11, -2, 12, -4, -1, -4, -6, 4, 13, 6, 14, -4, -4, 8]","[-7, 7, 8, -8, -8, -5, 7, 7, 3, 10, 13, -1, -4, 10, -0.1428571429, 0.1428571429, 0.125, -0.125, -0.125, -0.2, 0.1428571429, 0.1428571429, 0.33333333330000003, 0.1, 0.0769230769, -1.0, -0.25, 0.1]","[3, 11, -2, 12, -4, -1, -4, -6, 13, 6, 14, -4, -4, 8, 0.33333333330000003, 0.0909090909, -0.5, 0.0833333333, -0.25, -1.0, -0.25, -0.1666666667, 0.0769230769, 0.1666666667, 0.0714285714, -0.25, -0.25, 0.125]","[-28, 28, 32, -32, -32, -20, 28, 28, 12, 40, 52, -4, -16, 40]","[12, 44, -8, 48, -16, -4, -16, -24, 52, 24, 56, -16, -16, 32]","[13, -5, 3, -4, 10, 7, 7, -1, -8, -7, -8, 10, 8, 7]","[-1, 13, -2, 11, -4, -4, -4, -6, 14, -4, 6, 12, 3, 8]",7.8453703704,10.5991341991,,7.8453703704,15.6907407407,7.8453703704,7.8453703704,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[7, 5, 1]","[-6, -3, 8]","[11, 9, 5]","[-2, 1, 12]","[7, 5]","[-6, -3]","[7, 5, 4, 1]","[-6, -3, 4, 8]","[7, 5, 1, 0.1428571429, 0.2, 1.0]","[-6, -3, 8, -0.1666666667, -0.33333333330000003, 0.125]","[28, 20, 4]","[-24, -12, 32]","[7, 1, 5]","[8, -3, -6]",2.7777777778,2.0666666667,2.2117647059,2.7777777778,5.5555555556,2.7777777778,2.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-3, 8, 5]","[5, -2, 6]","[1, 12, 9]","[9, 2, 10]","[-3, 5]","[5, 6]","[4, -3, 8, 5]","[4, 5, -2, 6]","[-3, 8, 5, -0.33333333330000003, 0.125, 0.2]","[5, -2, 6, 0.2, -0.5, 0.1666666667]","[-12, 32, 20]","[20, -8, 24]","[5, 8, -3]","[6, -2, 5]",2.0909090909,2.0909090909,1.5669172932,2.0909090909,4.1818181818,2.0909090909,1.0909090909,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[7, 14, 2, 5, 1, 3, -1, 2, -3, 9, 8, 13, 12]","[2, 14, 8, 7, 14, 1, 13, 10, 3, 0, 1, 12, -2]","[11, 18, 6, 9, 5, 7, 3, 6, 1, 13, 12, 17, 16]","[6, 18, 12, 11, 18, 5, 17, 14, 7, 4, 5, 16, 2]","[7, 14, 2, 5, 1, 3, 2, -3, 9, 8, 13, 12]","[2, 14, 8, 7, 14, 1, 10, 3, 0, 1, 12, -2]","[7, 14, 2, 5, 1, 3, -1, 2, -3, 9, 8, 4, 13, 12]","[2, 14, 8, 7, 14, 1, 13, 10, 3, 0, 1, 4, 12, -2]","[7, 14, 2, 5, 1, 3, -1, 2, -3, 9, 8, 13, 12, 0.1428571429, 0.0714285714, 0.5, 0.2, 1.0, 0.33333333330000003, -1.0, 0.5, -0.33333333330000003, 0.1111111111, 0.125, 0.0769230769, 0.0833333333]","[2, 14, 8, 7, 14, 1, 13, 10, 3, 0, 1, 12, -2, 0.5, 0.0714285714, 0.125, 0.1428571429, 0.0714285714, 1.0, 0.0769230769, 0.1, 0.33333333330000003, 'ZeroDivisionError', 1.0, 0.0833333333, -0.5]","[28, 56, 8, 20, 4, 12, -4, 8, -12, 36, 32, 52, 48]","[8, 56, 32, 28, 56, 4, 52, 40, 12, 0, 4, 48, -8]","[12, -1, 5, 1, 3, 2, -3, 13, 2, 14, 9, 8, 7]","[13, 1, 1, 8, 14, 2, 7, 0, 10, 12, 14, -2, 3]",8.1733333333,7.4924843159,5.0585923170000004,8.1733333333,error,8.1733333333,7.1733333333000004,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, 9, 4, 4, 3, 13, -4]","[3, 9, 7, -1, -3, 4, 1]","[4, 13, 8, 8, 7, 17, 0]","[7, 13, 11, 3, 1, 8, 5]","[9, 4, 4, 3, 13, -4]","[9, 7, -1, -3, 4, 1]","[0, 9, 4, 4, 3, 13, -4, 4]","[3, 9, 7, -1, -3, 4, 1, 4]","[0, 9, 4, 4, 3, 13, -4, 'ZeroDivisionError', 0.1111111111, 0.25, 0.25, 0.33333333330000003, 0.0769230769, -0.25]","[3, 9, 7, -1, -3, 4, 1, 0.33333333330000003, 0.1111111111, 0.1428571429, -1.0, -0.33333333330000003, 0.25, 1.0]","[0, 36, 16, 16, 12, 52, -16]","[12, 36, 28, -4, -12, 16, 4]","[3, -4, 4, 13, 9, 0, 4]","[1, 3, 7, 4, -1, -3, 9]",4.8021390374,4.686754422,2.9951674641,4.8021390374,error,4.8021390374,3.8021390374,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[7, -4, 8, -2, 7, 2, 5, 1, -13, -6, -4]","[-4, 4, 4, 6, 3, 5, -7, -14, -10, -4, -6]","[11, 0, 12, 2, 11, 6, 9, 5, -9, -2, 0]","[0, 8, 8, 10, 7, 9, -3, -10, -6, 0, -2]","[7, -4, 8, -2, 7, 2, 5, 1, -13, -6]","[-4, 4, 4, 6, 3, 5, -7, -14, -10, -4]","[7, -4, 8, 4, -2, 7, 2, 5, 1, -13, -6, -4]","[-4, 4, 4, 4, 6, 3, 5, -7, -14, -10, -4, -6]","[7, -4, 8, -2, 7, 2, 5, 1, -13, -6, -4, 0.1428571429, -0.25, 0.125, -0.5, 0.1428571429, 0.5, 0.2, 1.0, -0.0769230769, -0.1666666667, -0.25]","[-4, 4, 4, 6, 3, 5, -7, -14, -10, -4, -6, -0.25, 0.25, 0.25, 0.1666666667, 0.33333333330000003, 0.2, -0.1428571429, -0.0714285714, -0.1, -0.25, -0.1666666667]","[28, -16, 32, -8, 28, 8, 20, 4, -52, -24, -16]","[-16, 16, 16, 24, 12, 20, -28, -56, -40, -16, -24]","[1, 5, -2, -4, 8, 2, -13, -6, 7, -4, 7]","[-6, -14, 3, -10, 4, -7, 5, -4, 4, -4, 6]",6.6923395445,6.3115551116,7.4888888889,6.6923395445,13.384679089,6.6923395445,6.4923395445,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
[4],[-2],[8],[2],[],[],"[4, 4]","[-2, 4]","[4, 0.25]","[-2, -0.5]",[16],[-8],[4],[-2],1.0,1.0,0.6000000000000001,1.0,2.0,1.0,0.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[0, -12, 11, 1, 10, 4, -12, 14, -12, -6]","[-3, -8, -4, 6, 9, -8, 6, 3, -7, -9]","[4, -8, 15, 5, 14, 8, -8, 18, -8, -2]","[1, -4, 0, 10, 13, -4, 10, 7, -3, -5]","[0, -12, 11, 1, 10, 4, -12, 14, -12]","[-3, -8, -4, 6, 9, -8, 6, 3, -7]","[0, -12, 4, 11, 1, 10, 4, -12, 14, -12, -6]","[-3, -8, 4, -4, 6, 9, -8, 6, 3, -7, -9]","[0, -12, 11, 1, 10, 4, -12, 14, -12, -6, 'ZeroDivisionError', -0.0833333333, 0.0909090909, 1.0, 0.1, 0.25, -0.0833333333, 0.0714285714, -0.0833333333, -0.1666666667]","[-3, -8, -4, 6, 9, -8, 6, 3, -7, -9, -0.33333333330000003, -0.125, -0.25, 0.1666666667, 0.1111111111, -0.125, 0.1666666667, 0.33333333330000003, -0.1428571429, -0.1111111111]","[0, -48, 44, 4, 40, 16, -48, 56, -48, -24]","[-12, -32, -16, 24, 36, -32, 24, 12, -28, -36]","[0, 11, 4, -12, -6, -12, 14, 1, -12, 10]","[6, 6, -4, -8, 3, -8, -3, -9, -7, 9]",6.0771340115,6.0099071207,5.6268205868,6.0771340115,error,6.0771340115,5.8771340115,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[0, 6, 2, -3, 1, 4, 6, -5, 2]","[-6, -1, 1, 5, 1, 4, -5, -3, -4]","[4, 10, 6, 1, 5, 8, 10, -1, 6]","[-2, 3, 5, 9, 5, 8, -1, 1, 0]","[0, 2, -3, 1, 4, 6, -5, 2]","[-6, 1, 5, 1, 4, -5, -3, -4]","[4, 0, 6, 2, -3, 1, 4, 6, -5, 2]","[4, -6, -1, 1, 5, 1, 4, -5, -3, -4]","[0, 6, 2, -3, 1, 4, 6, -5, 2, 'ZeroDivisionError', 0.1666666667, 0.5, -0.33333333330000003, 1.0, 0.25, 0.1666666667, -0.2, 0.5]","[-6, -1, 1, 5, 1, 4, -5, -3, -4, -0.1666666667, -1.0, 1.0, 0.2, 1.0, 0.25, -0.2, -0.33333333330000003, -0.25]","[0, 24, 8, -12, 4, 16, 24, -20, 8]","[-24, -4, 4, 20, 4, 16, -20, -12, -16]","[2, 4, 6, -3, 0, 2, -5, 6, 1]","[1, 1, -4, -6, -1, -3, -5, 5, 4]",5.5833333333,4.9575757576,5.4293706294,5.5833333333,error,5.5833333333,4.5833333333,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[1, 1, 10, -3]","[9, 1, 3, 9]","[5, 5, 14, 1]","[13, 5, 7, 13]","[1, 1, 10]","[9, 1, 3]","[1, 1, 4, 10, -3]","[9, 1, 4, 3, 9]","[1, 1, 10, -3, 1.0, 1.0, 0.1, -0.33333333330000003]","[9, 1, 3, 9, 0.1111111111, 1.0, 0.33333333330000003, 0.1111111111]","[4, 4, 40, -12]","[36, 4, 12, 36]","[1, -3, 10, 1]","[9, 9, 1, 3]",2.3384615385,3.1181818182,1.6349206349,2.3384615385,4.6769230769,2.3384615385,1.3384615385,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-3, -9, -10, 11, -11, -2, -3, 14, 14, -4]","[6, -11, 4, -10, -10, 10, -2, 13, 7, 15]","[1, -5, -6, 15, -7, 2, 1, 18, 18, 0]","[10, -7, 8, -6, -6, 14, 2, 17, 11, 19]","[-3, -9, -10, 11, -11, -2, -3, 14, 14]","[6, -11, 4, -10, -10, 10, -2, 13, 7]","[-3, -9, -10, 11, -11, -2, -3, 14, 14, 4, -4]","[6, -11, 4, -10, -10, 10, -2, 13, 7, 4, 15]","[-3, -9, -10, 11, -11, -2, -3, 14, 14, -4, -0.33333333330000003, -0.1111111111, -0.1, 0.0909090909, -0.0909090909, -0.5, -0.33333333330000003, 0.0714285714, 0.0714285714, -0.25]","[6, -11, 4, -10, -10, 10, -2, 13, 7, 15, 0.1666666667, -0.0909090909, 0.25, -0.1, -0.1, 0.1, -0.5, 0.0769230769, 0.1428571429, 0.0666666667]","[-12, -36, -40, 44, -44, -8, -12, 56, 56, -16]","[24, -44, 16, -40, -40, 40, -8, 52, 28, 60]","[14, 11, -3, -3, -4, 14, -10, -2, -9, -11]","[-11, -10, 15, 13, -2, -10, 4, 6, 10, 7]",5.717989418,9.3333333333,5.415055634,5.717989418,11.435978836,5.717989418,4.717989418,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-1, -14]","[-13, -2]","[3, -10]","[-9, 2]",[-1],[-13],"[-1, 4, -14]","[-13, 4, -2]","[-1, -14, -1.0, -0.0714285714]","[-13, -2, -0.0769230769, -0.5]","[-4, -56]","[-52, -8]","[-1, -14]","[-2, -13]",1.6071428571,0.37037037040000004,2.0,1.6071428571,3.2142857143,1.6071428571,0.8571428571,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[9, -1, -11, -1, -15, -9, 1, 14, -3, 3, 2, -2, 3, 6]","[-6, -19, -12, -11, 8, -1, -2, -8, -18, -19, 9, -4, 0, -12]","[13, 3, -7, 3, -11, -5, 5, 18, 1, 7, 6, 2, 7, 10]","[-2, -15, -8, -7, 12, 3, 2, -4, -14, -15, 13, 0, 4, -8]","[9, -1, -11, -1, -15, -9, 1, 14, -3, 3, 2, 3, 6]","[-6, -19, -12, -11, 8, -1, -2, -8, -18, -19, 9, 0, -12]","[9, -1, -11, 4, -1, -15, -9, 1, 14, -3, 3, 2, -2, 3, 6]","[-6, -19, -12, 4, -11, 8, -1, -2, -8, -18, -19, 9, -4, 0, -12]","[9, -1, -11, -1, -15, -9, 1, 14, -3, 3, 2, -2, 3, 6, 0.1111111111, -1.0, -0.0909090909, -1.0, -0.0666666667, -0.1111111111, 1.0, 0.0714285714, -0.33333333330000003, 0.33333333330000003, 0.5, -0.5, 0.33333333330000003, 0.1666666667]","[-6, -19, -12, -11, 8, -1, -2, -8, -18, -19, 9, -4, 0, -12, -0.1666666667, -0.0526315789, -0.0833333333, -0.0909090909, 0.125, -1.0, -0.5, -0.125, -0.0555555556, -0.0526315789, 0.1111111111, -0.25, 'ZeroDivisionError', -0.0833333333]","[36, -4, -44, -4, -60, -36, 4, 56, -12, 12, 8, -8, 12, 24]","[-24, -76, -48, -44, 32, -4, -8, -32, -72, -76, 36, -16, 0, -48]","[1, 2, 14, -2, -1, -15, 9, -3, 3, -9, -1, 3, 6, -11]","[0, -18, -2, 9, 8, -19, -4, -19, -8, -11, -6, -12, -12, -1]",11.2607942782,11.4925388337,11.1363864206,11.2607942782,error,11.2607942782,10.9274609449,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[15, -11, 3, 12, 8, -4, 9, -10, 9]","[-1, 14, 17, 0, 11, 3, -2, -6, -5]","[19, -7, 7, 16, 12, 0, 13, -6, 13]","[3, 18, 21, 4, 15, 7, 2, -2, -1]","[15, -11, 12, 8, -4, 9, -10, 9]","[-1, 14, 0, 11, 3, -2, -6, -5]","[15, -11, 4, 3, 12, 8, -4, 9, -10, 9]","[-1, 14, 4, 17, 0, 11, 3, -2, -6, -5]","[15, -11, 3, 12, 8, -4, 9, -10, 9, 0.0666666667, -0.0909090909, 0.33333333330000003, 0.0833333333, 0.125, -0.25, 0.1111111111, -0.1, 0.1111111111]","[-1, 14, 17, 0, 11, 3, -2, -6, -5, -1.0, 0.0714285714, 0.058823529400000005, 'ZeroDivisionError', 0.0909090909, 0.33333333330000003, -0.5, -0.1666666667, -0.2]","[60, -44, 12, 48, 32, -16, 36, -40, 36]","[-4, 56, 68, 0, 44, 12, -8, -24, -20]","[15, 9, -11, 8, -4, 9, 3, -10, 12]","[11, 3, -1, -6, -2, 14, 17, -5, 0]",7.1078947368,5.0712374582,6.1717171717,7.1078947368,error,7.1078947368,6.4078947368,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[7, 1, 7]","[2, 9, 0]","[11, 5, 11]","[6, 13, 4]","[7, 7]","[2, 0]","[4, 7, 1, 7]","[4, 2, 9, 0]","[7, 1, 7, 0.1428571429, 1.0, 0.1428571429]","[2, 9, 0, 0.5, 0.1111111111, 'ZeroDivisionError']","[28, 4, 28]","[8, 36, 0]","[7, 1, 7]","[0, 2, 9]",2.3555555556,1.4583333333000001,1.2052287582,2.3555555556,error,2.3555555556,1.5555555556,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-5, 1, 1, 1, -1, 1, 1, -6, 2]","[3, -2, 4, -4, 2, -6, 3, 2, 2]","[-1, 5, 5, 5, 3, 5, 5, -2, 6]","[7, 2, 8, 0, 6, -2, 7, 6, 6]","[1, 1, 1, -1, 1, 1, -6, 2]","[-2, 4, -4, 2, -6, 3, 2, 2]","[4, -5, 1, 1, 1, -1, 1, 1, -6, 2]","[4, 3, -2, 4, -4, 2, -6, 3, 2, 2]","[-5, 1, 1, 1, -1, 1, 1, -6, 2, -0.2, 1.0, 1.0, 1.0, -1.0, 1.0, 1.0, -0.1666666667, 0.5]","[3, -2, 4, -4, 2, -6, 3, 2, 2, 0.33333333330000003, -0.5, 0.25, -0.25, 0.5, -0.1666666667, 0.33333333330000003, 0.5, 0.5]","[-20, 4, 4, 4, -4, 4, 4, -24, 8]","[12, -8, 16, -16, 8, -24, 12, 8, 8]","[1, -6, 1, -5, 2, -1, 1, 1, 1]","[4, 3, 3, -6, 2, -4, 2, -2, 2]",7.1,4.4575757576,5.1593406593,7.1,14.2,7.1,6.1,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-9, -7, -4, 3, -11, 1, -13, 1, 6, 6, 4, 4, 9, -12]","[-4, -9, -3, 5, 9, 8, -6, -5, 3, 9, 9, 5, -8, -9]","[-5, -3, 0, 7, -7, 5, -9, 5, 10, 10, 8, 8, 13, -8]","[0, -5, 1, 9, 13, 12, -2, -1, 7, 13, 13, 9, -4, -5]","[-9, -7, -4, 3, 1, -13, 1, 6, 6, 4, 4, 9, -12]","[-4, -9, -3, 5, 8, -6, -5, 3, 9, 9, 5, -8, -9]","[-9, -7, 4, -4, 3, -11, 1, -13, 1, 6, 6, 4, 4, 9, -12]","[-4, -9, 4, -3, 5, 9, 8, -6, -5, 3, 9, 9, 5, -8, -9]","[-9, -7, -4, 3, -11, 1, -13, 1, 6, 6, 4, 4, 9, -12, -0.1111111111, -0.1428571429, -0.25, 0.33333333330000003, -0.0909090909, 1.0, -0.0769230769, 1.0, 0.1666666667, 0.1666666667, 0.25, 0.25, 0.1111111111, -0.0833333333]","[-4, -9, -3, 5, 9, 8, -6, -5, 3, 9, 9, 5, -8, -9, -0.25, -0.1111111111, -0.33333333330000003, 0.2, 0.1111111111, 0.125, -0.1666666667, -0.2, 0.33333333330000003, 0.1111111111, 0.1111111111, 0.2, -0.125, -0.1111111111]","[-36, -28, -16, 12, -44, 4, -52, 4, 24, 24, 16, 16, 36, -48]","[-16, -36, -12, 20, 36, 32, -24, -20, 12, 36, 36, 20, -32, -36]","[4, -9, 9, -7, -12, -13, 4, 6, 6, -11, 3, 1, -4, 1]","[9, 8, -3, -9, -8, 9, -6, 9, 3, -4, 5, -5, -9, 5]",6.2205883298,8.0108974359,7.2577217114,6.2205883298,12.4411766596,6.2205883298,5.2205883298,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-3, 2, -2]","[-2, 9, -5]","[1, 6, 2]","[2, 13, -1]","[-3, -2]","[-2, -5]","[4, -3, 2, -2]","[4, -2, 9, -5]","[-3, 2, -2, -0.33333333330000003, 0.5, -0.5]","[-2, 9, -5, -0.5, 0.1111111111, -0.2]","[-12, 8, -8]","[-8, 36, -20]","[2, -2, -3]","[-5, -2, 9]",1.2649350649,2.0,1.7017543860000002,1.2649350649,2.5298701299,1.2649350649,0.6285714286,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-12, 5]","[-5, 7]","[-8, 9]","[-1, 11]",[-12],[-5],"[-12, 5, 4]","[-5, 7, 4]","[-12, 5, -0.0833333333, 0.2]","[-5, 7, -0.2, 0.1428571429]","[-48, 20]","[-20, 28]","[5, -12]","[-5, 7]",0.5784313725,2.0,0.8777777778,0.5784313725,1.1568627451,0.5784313725,0.4117647059,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
